"id","nome","instituicao","pais"
"08-10D1",Kazuhiro Aoyama,,
"08-10D4",James Cochran,,
"08-10E1",Paola Giacché,Italian National Institute of Statistics,Itália
"08-10E1",Giovanni A Barbieri,Italian National Institute of Statistics,Itália
"08-10E2",Markus Zwick,,
"08-10E2",Tim Hochguertel,,
"08-10E3",Enriqueta Reston,,
"08-10F1",Irene Cazorla,,
"08-10F1",Tânia Campos,,
"08-10F1",Cláudia Borim da Silva,,
"08-10F1",Verônica Yumi Kataoka,,
"08-10F2",Teresita Evelina Terán,,
"08-10F2",Mercedes Anido de López,,
"08-10F3",Marcos Magalhães,,
"08-10F4",Ângela Tavares Paes,,
"08-10G2",Metka Zaletel,,
"08-10G2",Len Cook,,
"08-10G3",Neville Davies,,
"08-10G3",Vic Barnett,,
"08-10G3",John Marriott,,
"08-10G4",John Marriott,,
"08-10G4",Vic Barnett,,
"08-10G4",Neville Davies,,
"09-1A1",Jane Watson,,
"09-1A2",Christine Franklin,,
"09-1A3",Carmen Batanero,,
"09-1A3",Maria M Gea,,
"09-1A3",Carmen Díaz,,
"09-1A3",Gustavo R Cañadas,,
"09-1C1",Péter Kovács,,
"09-1C2",Brian Phillips,,
"09-1C3",Kazunori Yamaguchi,,
"09-1C3",Michiko Watanabe,,
"09-1D1",Saleha Habibullah,,
"09-1D3",Ann A O’Connell,,
"09-1D3",Kassa Michael,,
"09-1D4",Enriqueta Reston,,
"09-1D4",Liza Lorena Jala,,
"09-1E1",Andrej Blejec,National Institute of Biology,Eslovênia
"09-1E2",Takuya Kudo,,
"09-1E2",Yoshihiro Hayashi,,
"09-1E2",Michiko Watanabe,,
"09-1E2",Tomiaki Morikawa,,
"09-1E2",Tomoyuki Furutani,,
"09-1E2",Manabu Iwasaki,,
"09-1E3",Alice Richardson,,
"09-1F1",Todd Swanson,,
"09-1F1",Jill VanderStoep,,
"09-1F1",Nathan Tintle,,
"09-1F2",Anne Michele Millar,,
"09-1F2",Bethany White,,
"09-1F3",Michael Posner,,
"09-1F4",Caroline Ramirez,,
"09-1F4",Marjorie Bond,,
"09-2A1",Denise Spangler,,
"09-2A2",Lyn English,,
"09-2A3",Debra McPhee,,
"09-2A3",Katie Makar,,
"09-2B1",Tim Jacobbe,,
"09-2B1",Steve Foti,,
"09-2B1",Douglas Whitaker,,
"09-2B2",Jill Fielding-Wells,,
"09-2B3",Tim Burgess,Massey University,Nova Zelândia
"09-2C1",Rolf Biehler,,
"09-2C2",Tim Jacobbe,,
"09-2C2",Steve Foti,,
"09-2C2",Catherine Case,,
"09-2C2",Douglas Whitaker,,
"09-2C3",Stefania Mignani,,
"09-2C3",M Gabriella Ottaviani,,
"09-2C3",Robert Ricci,,
"09-2C4",Verônica Yumi Kataoka,,
"09-2C4",Cláudia Borim da Silva,,
"09-2C4",Irene Cazorla,,
"09-2D1",Alain Bihan-Poudec,,
"09-2D1",Philippe Dutarte,,
"09-2D2",Daren Starnes,,
"09-2D3",Gail Burrill,,
"09-2E1",Sue Allmond,Jindalee State School,Austrália
"09-2E1",Katie Makar,The University of Queensland,Austrália
"09-2E2",Ana Serradó-Bayés,,
"09-2E3",Nirmala Naresh,,
"09-2F1",Tamara Pearson,,
"09-2F2",Christine Browning,Western Michigan University,Estados Unidos
"09-2F2",Joshua Goss,Western Michigan University,Estados Unidos
"09-2F2",Dustin Smith,Western Michigan University,Estados Unidos
"09-2F3",Sylvain Vermette,,
"09-2F3",Linda Gattuso,,
"09-2G1",Difariney González,,
"09-2G1",Lucía Zapata-Cardona,,
"09-2G2",Ana Luisa Gómez-Blancarte,,
"09-2G2",Isaias Miranda Viramontes,,
"09-2G3",Erna Lampen,,
"09-2G4",Michael Shaughnessy,,
"09-3A1",Maria Meletiou-Mavrotheris,European University Cyprus,Chipre
"09-3A1",Irene Kleanthous,Cyprus Ministry of Education,Chipre
"09-3A1",Efi Paparistodemou,Cyprus Pedagogical Institute,Chipre
"09-3A2",Cláudia Borim da Silva,,
"09-3A2",Verônica Yumi Kataoka,,
"09-3A2",Irene Cazorla,,
"09-3A3",Jennifer L Green,,
"09-3A3",Erin E Blankenship,,
"09-3B1",Yoshinori Fujii,,
"09-3B1",Hiromi Fukazawa,,
"09-3B1",Akinobu Takeuchi,,
"09-3B1",Michiko Watanabe,,
"09-3B2",Stephanie Casey,,
"09-3B3",Min-Sun Park,,
"09-3B3",Kyeong-Hwa Lee,,
"09-3C1",Robert C delMas,,
"09-3C2",James Baglin,,
"09-3C3",Tim Jacobbe,,
"09-3C3",Douglas Whitaker,,
"09-3C3",Catherine Case,,
"09-3C3",Steve Foti,,
"09-3D1",Jocelyn Cumming,University of Auckland,Nova Zelândia
"09-3D1",Christine Miller,University of Auckland,Nova Zelândia
"09-3D1",Maxine Pfannkuch,University of Auckland,Nova Zelândia
"09-3D2",David Stern,Maseno University,Quênia
"09-3D3",Parina Patel,,
"09-3D3",Oded Meyer,,
"09-3D4",Thomas Wassong,Paderborn University,Alemanha
"09-3D4",Rolf Biehler,Paderborn University,Alemanha
"09-3E1",Katharine Richards,,
"09-3E1",Neil Sheldon,,
"09-3E1",Neville Davies,,
"09-3E2",Anna Bargagliotti,,
"09-3E2",Celia Anderson,,
"09-3E2",Stephanie Casey,,
"09-3E2",Michelle Everson,,
"09-3E2",Christine Franklin,,
"09-3E2",Robert Gould,,
"09-3E2",Randall Groth,,
"09-3E2",John Haddock,,
"09-3E2",Ann Watkins,,
"09-3E3",Brandon Hanson,,
"09-3E3",Jeremy Strayer,,
"09-3E3",Katherine Mangione,,
"09-3E3",Jessica Brown,,
"09-3E3",Jeffrey Pair,,
"09-3F1",Juan D Godino,,
"09-3F1",Pedro Arteaga,,
"09-3F1",Hernán Rivas,,
"09-3F2",Ernesto Sánchez,,
"09-3F2",Verónica Hoyos,,
"09-3F3",Ana Henriques,,
"09-3F3",João Pedro da Ponte,,
"09-4A1",A Marie Fitch,,
"09-4A1",Matt Regan,,
"09-4A2",Soma Roy,,
"09-4A2",Allan Rossman,,
"09-4A2",Beth Chance,,
"09-4A2",George Cobb,,
"09-4A2",Jill VanderStoep,,
"09-4A2",Nathan Tintle,,
"09-4A2",Todd Swanson,,
"09-4A3",Robin Lock,St. Lawrence University,Estados Unidos
"09-4A3",Patti Frazer Lock,St. Lawrence University,Estados Unidos
"09-4A3",Kari Lock Morgan,Duke University,Estados Unidos
"09-4A3",Eric Lock,Duke University,Estados Unidos
"09-4A3",Dennis Lock,Iowa State University,Estados Unidos
"09-4B1",Jennifer Kaplan,University of Georgia,Estados Unidos
"09-4B2",Michael Forster,,
"09-4B3",Wayne Stewart,,
"09-4B3",Sepideh Stewart,,
"09-4B4",Gillian Lancaster,,
"09-4B4",Andrew Titman,,
"09-4C1",Catherine Dehon,,
"09-4C3",Dungang Liu,,
"09-4C3",Regina Y Liu,,
"09-4C3",Min-ge Xie,,
"09-4C4",E Jacquelin Dietz,,
"09-4D1",Deborah Nolan,,
"09-4D2",Courtney Couvreur,,
"09-4D4",Josh Tabor,,
"09-4E1",Francesca Chiesi,,
"09-4E1",Caterina Primi,,
"09-4E1",Ayse Bilgin,,
"09-4E1",Maria Virginia Lopez,,
"09-4E1",Maria del Carmen Fabrizio,,
"09-4E2",Aklilu Zeleke,,
"09-4E2",Carl Lee,,
"09-4E2",Chin-I Cheng,,
"09-4E2",Jennifer Daniels,,
"09-4E2",Kundana Divi,,
"09-4E3",Ayse Bilgin,,
"09-4E3",Sitki Gozlu,,
"09-4F2",Robert Gould,,
"09-4F4",Joachim Engel,,
"09-5A1",Sharleen Forbes,,
"09-5A1",Tania Janssen,,
"09-5A2",Nancy Potok,,
"09-5A2",Amy O’Hara,,
"09-5A2",Ron Jarmin,,
"09-5A3",Olushina Olawale Awe,,
"09-5A3",Eric A Vance,,
"09-5A4",Oliver Herrmann,,
"09-5B2",Shirley Coleman,,
"09-5B2",Alex Douglas,,
"09-5B2",Jiyu Anthony,,
"09-5B3",Sharleen Forbes,,
"09-5B3",Alan Keegan,,
"09-5B4",Iddo Gal,,
"09-5B4",Hani Shilton,,
"09-5D1",Jennifer Brown,,
"09-5D1",Irene David,,
"09-5D1",Elena Moltchanova,,
"09-5D1",Hilary Seddon,,
"09-5D1",Jenny Harlow,,
"09-5D2",Doug Montgomery,,
"09-5D3",Halimatou Ndiaye,,
"09-5D3",Sébastien Castric,,
"09-5D3",Zohra Cherfi,,
"09-5D3",Michael Huchette,,
"09-5D3",Paul Schimmerling,,
"09-5E1",Sara Fett,,
"09-5F1",Richard Wilson,The University of Queensland,Austrália
"09-5F1",John Maindonald,Australian National University,Austrália
"09-5F2",Jorge Navarro Alberto,Universidad Autónoma de Yucatán,México
"09-5F3",Ian Westbrooke,Department of Conservation,Nova Zelândia
"09-5F3",Peter Ellis,"Ministry of Business, Innovation and Employment",Nova Zelândia
"09-5H1",Mojca Bavdaž,,
"09-5H1",Irena Ograjenšek,,
"09-5H1",Lejla Perviz,,
"09-5H2",John Harraway,,
"09-5H3",Glenn Johnson,,
"09-5H3",Durland Shumway,,
"09-6A1",Egan Chernoff,,
"09-6A2",Laura Martignon,,
"09-6A2",Tim Erickson,,
"09-6A3",Per Nilsson,,
"09-6A3",Per Blomberg,,
"09-6A3",Jonas Bergman Ärlebäck,,
"09-6B1",Beth Chance,,
"09-6B1",Karen McGaughey,,
"09-6B2",Ian Hay,,
"09-6B3",Rink Hoekstra,,
"09-6C2",Luis Saldanha,Université du Québec à Montréal,Canadá
"09-6C2",Michael McAllister,Arizona State University,Estados Unidos
"09-6C3",Judith Stanja,,
"09-6D1",Lisbeth Cordani,,
"09-6D2",Maurizio Manuguerra,Macquarie University,Austrália
"09-6D2",Peter Petocz,Macquarie University,Austrália
"09-6D3",Dionysia Bakogianni,,
"09-6D3",Efi Paparistodemou,,
"09-6D3",Despina Potari,,
"09-6E1",Richard Lehrer,,
"09-6E1",Ryan Seth Jones,,
"09-6E1",Min-Joung Kim,,
"09-6E2",J Todd Lee,,
"09-6E2",Hollylynne Stohl Lee,,
"09-6E3",Theodosia Prodromou,University of New England,Austrália
"09-6F1",Maria Pia Perelli D’Argenzio,,
"09-6F1",Silio Rigatti-Luchini,,
"09-6F2",Marcos Magalhães,Universidade de São Paulo - USP,Brasil
"09-6F3",Michael Fletcher,,
"09-7A1",Milo Schield,,
"09-7A2",Lawrence Lesser,,
"09-7A3",Nicola Ward Petty,Statistics Learning Centre,Nova Zelândia
"09-7B1",Jeffrey Hovermill,,
"09-7B1",Brian Beaudrie,,
"09-7B1",Barbara Boschmans,,
"09-7B2",Helena Wessels,,
"09-7B3",Sebastian Kuntze,,
"09-7C1",Penelope Bidgood,Kingston University,Reino Unido
"09-7C2",Tim Jacobbe,,
"09-7C2",Catherine Case,,
"09-7C2",Douglas Whitaker,,
"09-7C2",Steve Foti,,
"09-7C3",Helen Chick,,
"09-7C3",Robyn Pierce,,
"09-7C3",Roger Wander,,
"09-7D1",Alexandra Sturm,,
"09-7D1",Andreas Eichler,,
"09-7D2",Kimmo Vehkalahti,,
"09-7D3",Esther Isabelle Wilder,,
"09-7D3",Elin Waring,,
"09-7D3",Frank Wang,,
"09-7D3",Dene Hurley,,
"09-7D4",John Bailer,,
"09-7E1",Einav Aizikovitsh-Udi,,
"09-7E1",Sebastian Kuntze,,
"09-7E2",Ute Sproesser,,
"09-7E2",Sebastian Kuntze,,
"09-7E2",Joachim Engel,,
"09-7E3",Nicole Mee-Hyaang Jinn,,
"09-7F1",Laura Ziegler,,
"09-7F2",Alexandra Kapatou,,
"09-7F3",Antonio Orta,,
"09-7F3",Ernesto Sánchez,,
"09-8A1",Stephanie Budgett,,
"09-8A1",Chris Wild,,
"09-8A2",Janina Oesterhaus,,
"09-8A2",Rolf Biehler,,
"09-8A3",Nathan Tintle,,
"09-8A3",Ally Rogers,,
"09-8A3",Beth Chance,,
"09-8A3",George Cobb,,
"09-8A3",Allan Rossman,,
"09-8A3",Soma Roy,,
"09-8A3",Todd Swanson,,
"09-8A3",Jill VanderStoep,,
"09-8B1",Andrew Zieffler,,
"09-8B1",Robert C delMas,,
"09-8B1",Joan Garfield,,
"09-8B1",Ethan Brown,,
"09-8B2",Tim Hesterberg,,
"09-8B3",Mia Stephens,JMP Software,Estados Unidos
"09-8B3",Robert H Carver,Stonehill College,Estados Unidos
"09-8B3",Don McCormack,JMP Software,Estados Unidos
"09-8C1",Katie Makar,,
"09-8C1",Andee Rubin,,
"09-8C2",Hana Manor Braham,,
"09-8C2",Dani Ben-Zvi,,
"09-8C2","Keren Aridor-Berger,",,
"09-8C3",Kosoom Kreetong,,
"09-8D1",Einat Gil,,
"09-8D1",Dani Ben-Zvi,,
"09-8D2",Bridgette L Jacob,,
"09-8D2",Helen Doerr,,
"09-8D3",Noleine Fitzallen,University of Tasmania,Austrália
"09-8D3",Jane Watson,University of Tasmania,Austrália
"09-8E1",Manfred Borovcnik,,
"09-8E2",Julio C Valdez,,
"09-8E2",Ernesto Sánchez,,
"09-8E3",Aaron Weinberg,,
"09-8F1",Adair Mendes Nacarato,,
"09-8F1",Regina Célia Grando,,
"09-8F2",Lucía Zapata-Cardona,,
"09-8F3",Leandro de Oliveira Souza,,
"09-8F4",Raquel Santos,,
"09-8F4",João Pedro da Ponte,,
"09-8G1",Pip Arnold,,
"09-8G1",Maxine Pfannkuch,,
"09-8G3",Pieternella Verhoeven,,
"09-8G3",Dirk Tempelaar,,
"09-8G4",Markus Vogel,,
"09-8G4",Andreas Eichler,,
"09-8I3",Christoph Till,,
"09-8I4",Kathryn Laskey,,
"09-8I4",Laura Martignon,,
"09-8J1",Maxine Pfannkuch,University of Auckland,Nova Zelândia
"09-8J1",Stephanie Budgett,University of Auckland,Nova Zelândia
"09-8J2",Bernard Manyalla,Maseno University,Quênia
"09-8J2",Zachariah Mbasu,Maseno University,Quênia
"09-8J2",David Stern,Maseno University,Quênia
"09-8J2",Roger Stern,Maseno University,Quênia
"09-8J3",Daniel Frischemeier,Paderborn University,Alemanha
"09-9A1",Janet Ainley,University of Leicester,Reino Unido
"09-9A1",David Pratt,University of London,Reino Unido
"09-9A2",Susanne Podworny,Paderborn University,Alemanha
"09-9A2",Rolf Biehler,Paderborn University,Alemanha
"09-9A3",Keren Aridor-Berger,University of Haifa,Israel
"09-9A3",Dani Ben-Zvi,University of Haifa,Israel
"09-9B1",William Finzer,Concord Consortium,Estados Unidos
"09-9B2",Kari Lock Morgan,Duke University,Estados Unidos
"09-9B2",Robin Lock,St. Lawrence University,Estados Unidos
"09-9B2",Patti Frazer Lock,St. Lawrence University,Estados Unidos
"09-9B2",Eric Lock,Duke University,Estados Unidos
"09-9B2",Dennis Lock,Iowa State University,Estados Unidos
"09-9B3",Webster West,North Carolina State University,Estados Unidos
"09-9C1",James Ridgway,Durham University,Reino Unido
"09-9C1",James Nicholson,Durham University,Reino Unido
"09-9C1",Sean McCusker,Durham University,Reino Unido
"09-9C2",Amelia McNamara,University of California,Estados Unidos
"09-9C2",Mark Hansen,Columbia University,Estados Unidos
"09-9C3",Daniel Kaplan,Macalester College,Estados Unidos
"09-9C3",Paul Overvoorde,Macalester College,Estados Unidos
"09-9C3",Elizabeth Shoop,Macalester College,Estados Unidos
"09-9D1",Alison Gibbs,University of Toronto,Canadá
"09-9D2",John McGready,The Johns Hopkins Bloomberg School of Public Health,Estados Unidos
"09-9D3",Oded Meyer,Georgetown University,Estados Unidos
"09-9D3",Marsha Lovette,Carnegie Mellon University,Estados Unidos
"09-9D4",Jamie Lentin,Shuttle Thread,Reino Unido
"09-9D4",Anna Jonsdottir,University of Iceland,Islândia
"09-9D4",David Stern,Maseno University,Quênia
"09-9D4",Victoria Mokua,Maseno University,Quênia
"09-9D4",Gunnar Stefansson,University of Iceland,Islândia
"09-9E1",Andreas Prömmel,Gymnasium Ernestinum Gotha,Alemanha
"09-9E2",Sandra Madden,University of Massachusetts,Estados Unidos
"09-9E3",Hollylynne Stohl Lee,North Carolina State University,Estados Unidos
"09-9E3",Jennifer Nickell,North Carolina State University,Estados Unidos
"09-9F1",Sibel Kazak,University of Exeter,Reino Unido
"09-9F1",Taro Fujita,University of Exeter,Reino Unido
"09-9F1",Rupert Wegerif,University of Exeter,Reino Unido
"09-9F2",Peter Sedlmeier,Technische Universität Chemnitz,Alemanha
"09-9F3",Andreas Eichler,University of Education Freiburg,Alemanha
"09-9G1",Tim Erickson,Epistemological Engineering,Estados Unidos
"09-9G1",Mariel Triggs,Epistemological Engineering,Estados Unidos
"09-9G2",Minh Huynh,RMIT University,Austrália
"09-9G2",James Baglin,RMIT University,Austrália
"09-9G2",Anthony Bedford,RMIT University,Austrália
"09-9G3",Mitchum Bock,University of Glasgow,Reino Unido
"09-9G3",John McColl,University of Glasgow,Reino Unido
"09-10A2",Delia North,,
"09-10A2",Temesgen Zewotir,,
"09-10A2",Iddo Gal,,
"09-10A3",James Nicholson,,
"09-10A3",James Ridgway,,
"09-10A3",Sean McCusker,,
"09-10A4",Eoin MacCuirc,,
"09-10A4",Steve MacFeely,,
"09-10C1",Eugenio Chandía Muñoz,,
"09-10C1",Anita Araneda,,
"09-10C1",Alejandra Sorto,,
"09-10C1",José Luis Abreu León,,
"09-10C3",Rosemary Callingham,,
"09-10C3",Tim Burgess,,
"09-10C4",James Musyoka,,
"09-10C4",David Stern,,
"09-10C4",Roger Stern,,
"09-10E1",Raimundo Olfos,,
"09-10E1",Soledad Estrella,,
"09-10E1",Sergio Morales,,
"09-10E2",Jacqueline Wroughton,,
"09-10E3",Peter Petocz,,
"09-10E3",Aisha Newnham,,
"09-10E3",Emily Trussell,,
"09-10E3",Kirsten Warwick,,
"09-10E3",Allysia Jarrett,,
"09-10E3",Anna Reid,,
"09-10E3",Ayse Bilgin,,
"10-1A1",Shizue Izumi,,
"10-1A1",Michinori Hatayama,,
"10-1B1",Rolf Biehler,Paderborn University,Alemanha
"10-1B2",Amelia McNamara,Smith College,Estados Unidos
"10-1C1",Megan Mocko,,
"10-1C1",Michelle Everson,,
"10-1C2",Milo Schield,,
"10-1C3",Jane Watson,,
"10-1C3",Christine Franklin,,
"10-1C3",J. Michael Shaughnessy,,
"10-1D1",Rhys Jones,,
"10-1D2",Luis F. Rivera-Galicia,,
"10-1D3",Hiroto Fukuda,Okayama University of Science,Japão
"10-1E1",Alex Lyford,,
"10-1E1",Jennifer Kaplan,,
"10-1E2",James Nicholson,,
"10-1E2",Jim Ridgway,,
"10-1E3",Ana Gómez-Blancarte,,
"10-1E3",Alberto Santana,,
"10-1F1",Katie Makar,,
"10-1F2",K. Scott Alberts,,
"10-1F2",Hyun-Joo Kim,,
"10-1F2",Jillian Downey,,
"10-1F3",Hanan Innabi,,
"10-1G1",Per Nilsson,,
"10-1G1",Maike Schindler,,
"10-1G2",Carl Sherwood,,
"10-1G3",Cindy van Es,,
"10-1G3",Ritesh Shinde,,
"10-1H1",Jennifer Brown,,
"10-1H2",Patricia Rose Donato,,
"10-1H2",Isabella Benabaye,,
"10-1H2",Dominic Dayta,,
"10-1H2",Sean Oliver Escalante,,
"10-1H3",Sharleen Forbes,StatEd Consultancy,Nova Zelândia
"10-1H3",John Harraway,University of Otago,Nova Zelândia
"10-1H3",Bryndl Hohmann-Marriott,University of Otago,Nova Zelândia
"10-1I1",Yasuto Yoshizoe,,
"10-1I2",Akimichi Takemura,,
"10-1I3",Takuya Kudo,,
"10-1I3",Matsui Kenichi,,
"10-1I3",Shun Yoshida,,
"10-1I3",Michael Munn,,
"10-1I3",Ozlem Celik-Tinmaz,,
"10-1I3",Michiko Watanabe,,
"10-2A1",Anne Patel,University of Auckland,Nova Zelândia
"10-2A1",Maxine Pfannkuch,University of Auckland,Nova Zelândia
"10-2A2",Panchompoo Wisittanawat,,
"10-2A2",Richard Lehrer,,
"10-2A3",Michal Dvir,,
"10-2A3",Dani Ben-Zvi,,
"10-2B1",Jill Fielding-Wells,,
"10-2B1",Judith Hillman,,
"10-2B2",Lucía Zapata-Cardona,,
"10-2B3",Sibel Kazak,,
"10-2B3",David Pratt,,
"10-2B3",Rukiye Gökce,,
"10-2D1",Russasmita Sri Padmi,,
"10-2D1",Fina Hanifa Hidayati,,
"10-2D1",Mutiatul Hasanah,,
"10-2D2",Saleha Naghmi Habibullah,Kinnaird College For Women,Paquistão
"10-2D3",Carlos Mantilla,Industrial University of Santander,Colômbia
"10-2E1",Dani Ben-Zvi,University of Haifa,Israel
"10-2E2",Stephanie Casey,,
"10-2E2",Rick Hudson,,
"10-2E2",Lauren Ridley,,
"10-2E3",Rosemary Callingham,,
"10-2E3",Jane Watson,,
"10-2E3",Dianne Siemon,,
"10-2F1",Karin Landtblom,,
"10-2F2",Takashi Kawakami,,
"10-2F2",Kazuhiro Aoyama,,
"10-2F3",Arjen de Vetten,,
"10-2F3",Judith Schoonenboom,,
"10-2F3",Ronald Keijzer,,
"10-2F3",Bert Van Oers,,
"10-2G1",Takashi Kawakami,,
"10-2G2",Norihiro Nishinaka,,
"10-2G2",Atsushi Yoshikawa,,
"10-2G3",Enriqueta Reston,,
"10-2G3",Carmelita Loquias,,
"10-2H1",Shinichiro Matsumoto,,
"10-2H1",Kazuhiro Aoyama,,
"10-2H2",Pip Arnold,,
"10-2H2",Maxine Pfannkuch,,
"10-2H3",Rachel Passmore,University of Auckland,Nova Zelândia
"10-2I1",Eleazar Silvestre Castro,,
"10-2I1",Victor Garcia,,
"10-2I1",Ernesto Sánchez,,
"10-2I3",Hugo Hernández,Colegio de Ciencias y Humanidades,México
"10-2J1",Kimie Kazama,,
"10-2J1",Chieko Matsumoto,,
"10-2J2",Hisao Oikawa,,
"10-2J2",Shunichi Nomura,,
"10-2J3",Yusuke Nagumo,,
"10-3A1",Jim Ridgway,,
"10-3A1",Rosie Ridgway,,
"10-3A1",James Nicholson,,
"10-3A2",Alison Gibbs,,
"10-3A3",Johanna Hardin,,
"10-3A3",Nicholas Horton,,
"10-3B1",Nathan Tintle,,
"10-3B1",Jill VanderStoep,,
"10-3B2",Beth Chance,,
"10-3B2",Stephanie Mendoza,,
"10-3B2",Nathan Tintle,,
"10-3B3",Robin Lock,,
"10-3B3",Kari Lock Morgan,,
"10-3B3",Patti Frazer Lock,,
"10-3C1",Anna-Marie Fergusson,,
"10-3C1",Liza Bolton,,
"10-3C2",Volker Kraft,SAS Institute,Alemanha
"10-3C2",Rob Carver,Stonehill College,Estados Unidos
"10-3C3",Charlotte Bolch,University of Florida,Estados Unidos
"10-3C3",Tim Jacobbe,University of Florida,Estados Unidos
"10-3D2",Felipe Ruz,,
"10-3D2",José Miguel Contreras,,
"10-3D2",Elena Molina-Portillo,,
"10-3D3",Rachel Chaphalkar,,
"10-3E1",Florian Berens,,
"10-3E3",Zeynep Medine Özmen,,
"10-3E3",Adnan Baki,,
"10-3F1",Hunter Glanz,California Polytechnic State University,Estados Unidos
"10-3F1",Shannon Pileggi,California Polytechnic State University,Estados Unidos
"10-3F2",Victoria Woodard,Meredith College,Estados Unidos
"10-3F3",Brad Quiring,Mount Royal University,Canadá
"10-3G1",Ken Li,,
"10-3G1",Merrilyn Goos,,
"10-3G2",Johannes Schulz,,
"10-3G2",Amy Masnick,,
"10-3G2",Burkhard Priemer,,
"10-3G3",Susanne Podworny,Paderborn University,Alemanha
"10-3G3",Daniel Frischemeier,Paderborn University,Alemanha
"10-3G3",Rolf Biehler,Paderborn University,Alemanha
"10-3H1",Ethan Brown,,
"10-3H1",Robert delMas,,
"10-3H2",John Blake,,
"10-3H3",Emanuele Giorgi,,
"10-4A2",Difariney González-Gómez,,
"10-4A2",Lucía Zapata-Cardona,,
"10-4A3",Roberta Buehring,,
"10-4A3",Regina Célia Grando,,
"10-4A4",Solange Aparecida Corrêa,,
"10-4A4",Celi Espasandin Lopes,,
"10-4B1",Debra Mcphee,,
"10-4B1",Katie Makar,,
"10-4B2",Noleine Fitzallen,,
"10-4B2",Jane Watson,,
"10-4B2",Suzie Wright,,
"10-4B2",Bruce Duncan,,
"10-4B3",Sue Allmond,,
"10-4B3",Katie Makar,,
"10-4C2",Audy Salcedo,,
"10-4C3",Suzi Samá,,
"10-4C3",Mauren Porciúncula,,
"10-4C3",Claudette Vendramini,,
"10-4E1",Jill VanderStoep,,
"10-4E1",Olivia Couch,,
"10-4E1",Cassandra Lenderink,,
"10-4E2",Sylvain Vermette,,
"10-4E3",Shirlee Ocampo,De La Salle University,Filipinas
"10-4E3",Bladimir Ocampo,St. Scholastica’s College,Filipinas
"10-4F1",Vuslat Şeker,,
"10-4F2",José Antonio Orta Amaro,,
"10-4F2",David Alfonso Paez,,
"10-4F2",José Antonio Altamirano Abad,,
"10-4F2",Eleazar Silvestre Castro,,
"10-4F3",Hyung Won Kim,,
"10-4F3",Aaron Wilon,,
"10-4F3",Ho Kyoung Ko,,
"10-4G1",Tatjana von Rosen,,
"10-4G2",Thomas Wassong,,
"10-4G3",Susan Peters,,
"10-4H1",Mitsuru Matsushima,,
"10-4H2",Jackie Bryce Miller,,
"10-4H2",Melinda Baham,,
"10-4H3",Zeny Mateo,,
"10-4I1",Marcos Magalhães,,
"10-4I2",Eugenia Yu,,
"10-4I3",Elinor Jones,,
"10-4I3",Matina Rassias,,
"10-4I3",Simon Harden,,
"10-4I3",Niloufar Abourashchi,,
"10-4J2",Aklilu Zeleke,,
"10-4J2",Carl Lee,,
"10-4J3",Leyla Batakci,,
"10-4J3",Wendine Bolon,,
"10-4J3",Marjorie Bond,,
"10-4K1",Yasushi Nagata,,
"10-4K2",Kotaro Ohashi,,
"10-4K3",Mihoko Minami,,
"10-4K3",Tomoshige Nakamura,,
"10-4K4",Jinfang Wang,,
"10-4K4",Masataka Taguri,,
"10-5A1",Minako Marui,,
"10-5A2",Ryosuke Kurematsu,,
"10-5A3",Motoy Uematsu,,
"10-5C1",Yoshiyuki Kobayashi,,
"10-5C2",Kumar Ashish,United Nations Statistical Institute for Asia and the Pacific,Nações Unidas
"10-5C3",Seiji Takata,,
"10-5C3",Shizue Izumi,,
"10-5C3",Akimichi Takemura,,
"10-5D2",Karen François,,
"10-5D2",Emmanuel Abatih,,
"10-5D2",An Carbonez,,
"10-5D2",Els Goetghebeur,,
"10-5D2",Koen Plevoets,,
"10-5D3",Ayse Aysin Bilgin,,
"10-5D3",David Bulger,,
"10-5D3",Peter Petocz,,
"10-5E1",Sophie Lee,University College London,Reino Unido
"10-5E1",Eirini Koutoumanou,University College London,Reino Unido
"10-5E2",Caterina Primi,,
"10-5E2",Francesca Chiesi,,
"10-5E3",Martin Malaspina,,
"10-5F1",Dongdong Ji,,
"10-5F1",Jie Zhang,,
"10-5F2",Miriam King,,
"10-5F2",Lara Cleveland,,
"10-5F2",Kristen Jeffers,,
"10-5F3",Ksenija Dumicic,,
"10-5F3",Toni Milun,,
"10-5G1",Shirley Coleman,,
"10-5G2",Carla Vivacqua,,
"10-5G2",André Luís Pinho,,
"10-5G2",Marcus Nunes,,
"10-5G2",Eric Vance,,
"10-5G3",Frauke Kreuter,,
"10-5G3",Florian Keusch,,
"10-5G3",Evgenia Samoilova,,
"10-5H1",Toshiharu Eto,Miyazaki Prefectural Nursing University,Japão
"10-5H1",Hiroyuki Nakao,Miyazaki Prefectural Nursing University,Japão
"10-5H1",Noriko Matsumoto,Miyazaki Prefectural Nursing University,Japão
"10-5H1",Keiko Aoishi,Miyazaki Prefectural Nursing University,Japão
"10-5H1",Yoshio Hidaka,Miyazaki Prefectural Nursing University,Japão
"10-5H1",Yoshinori Fujii,Miyazaki Prefectural Nursing University,Japão
"10-5H2",Daniel Green,University College London,Reino Unido
"10-5H2",Eirini Koutoumanou,University College London,Reino Unido
"10-5H3",Rossi Hassad,,
"10-5H3",Gerald Iacullo,,
"10-5I1",Angela Wade,Great Ormond Street Institute of Child Health,Reino Unido
