"id","nome","instituicao","pais"
"07-3C2",Julio M. Singer,,
"07-3C3",Shrikant I. Bangdiwala,,
"07-3C4",María Teresa Blaconá,,
"07-3D1",Alan Porter,,
"07-3D1",Tina Cartwright,,
"07-3D1",Rosemary Snelgar,,
"07-3D2",Mark L. Berenson,,
"07-3D3",Penelope Bidgood,Kingston University,Reino Unido
"07-3E1",Johanna Hardin,,
"07-3E1",Laura Hoopes,,
"07-3E1",Ryan Murphy,,
"07-3E2",Joseph F. Hair,,
"07-3E2",Jr.,,
"07-3E3",Lisa L. Harlow,,
"07-3E4",Hebe Goldenhersch,,
"07-3F1",Wenceslao González Manteiga,,
"07-3F1",Manuel Febrero Bande,,
"07-3F2",Tertius de Wet,,
"07-3F2",Willie Conradie,,
"07-3F3",Michael J. Campbell,,
"07-3G1",Edward D. Rothman,,
"07-3G2",Enrique E. Alvarez,,
"07-3G3",Flavia Jolliffe,,
"07-3H1",Hans van Buuren,,
"07-3H2",Jenny Pange,,
"07-3H3",Jennifer Brown,,
"07-3H3",Richard Penny,,
"07-3H3",Marco Reale,,
"07-3I1",Lisbeth K. Cordani,,
"07-3I1",Sergio Wechsler,,
"07-3I2",Jose M. Bernardo,,
"07-3I3",Rosangela H. Loschi,,
"07-3I3",Pilar L. Iglesias,,
"07-3I3",Sergio Wechsler,,
"07-3I4",Carlos Alberto de Bragança Pereira,,
"07-3J1",Bruno C. de Sousa,Universidade do Minho,Portugal
"07-3J2",Peter Sedlmeier,,
"07-3J3",Alfredo Aliaga,,
"07-3J3",Ruilin Ren,,
"07-4A1",Jorge Luis Romeu,,
"07-4A2",Peter Martin,,
"07-4A3",Georg Lindgren,,
"07-4A3",Lena Zetterqvist,,
"07-4A4",Elena T. Fernández de Carrera,National Technological University,Argentina
"07-4B1",Stathis Mavrotheris,,
"07-4B1",Maria Meletiou-Mavrotheris,,
"07-4B2",Lyman L. McDonald,,
"07-4B3",Morvarid Bagherzadeh,,
"07-4B3",Enrico Giovannini,,
"07-4B4",Todd Evans,,
"07-4C1",Abbas Bazargan,,
"07-4C1",Nasser Vallai,,
"07-4C2",Júlia Pavan Soler,,
"07-4C2",Alexandre Pereira,,
"07-4C3",Cynthia R. Long,,
"07-4D1",Ernesto A. Rosa,,
"07-4D2",Edith Seier,,
"07-4D3",Lúcia Pereira Barroso,,
"07-4D4",Julie Legler,,
"07-4E1",Carmen Capilla,,
"07-4E2",William V. Harper,Otterbein College,Estados Unidos
"07-4E2",Isobel Clark,Geostokos (Ecosse) Limited,Reino Unido
"07-4E3",Jennifer Brown,,
"07-4E3",David Borchers,,
"07-4E4",Jean-Yves Hervé,University of Rhode Island,Estados Unidos
"07-4E4",Qing Liu,University of Rhode Island,Estados Unidos
"07-4E4",Matthew Nicholson,U. S. Environmental Protection Agency,Estados Unidos
"07-4E4",Liliana González,University of Rhode Island,Estados Unidos
"07-4E4",Thomas Mather,University of Rhode Island,Estados Unidos
"07-4F1",Werner Grünewald,European Commission,Luxemburgo
"07-4F1",Hans-Joachim Mittag,European Commission,Luxemburgo
"07-4F2",Paul Mostert,,
"07-4F3",Álvaro González Villalobos,,
"07-5A1",Carlos Araújo,,
"07-5A4",Enriqueta D. Reston,,
"07-5A4",Liza Lorena C. Jala,,
"07-5A4",Timoteo P. Edullantes,,
"07-5A4",Jr.,,
"07-5B1",Len Cook,,
"07-5B2",Peter Petocz,,
"07-5B2",Sue Gordon,,
"07-5B2",Anna Reid,,
"07-5B3",Brian Phillips,,
"07-5C2",Reija Helenius,,
"07-5C3",Warren Palmer,,
"07-5C3",Anthony Crawford,,
"07-5D1",J. Andrés Christen,,
"07-5D1",Romulo Lins,,
"07-5D2",Irina Arhipova,Latvia University of Agriculture,Letônia
"07-5D3",Keith R. Abrams,,
"07-5D4",Jenny Freeman,,
"07-5D4",Kevin Smith,,
"07-5D4",David Staniforth,,
"07-5D4",Steve Collier,,
"07-5E1",Patrick Murphy,,
"07-5E2",Annie Morin,,
"07-5E3",Carmen Díaz,,
"07-5E3",Inmaculada de la Fuente,,
"07-5E4",Fiona Fidler,,
"07-5F1",K. Laurence Weldon,,
"07-5F2",Robin H. Lock,,
"07-5F3",Jerome P. Reiter,,
"07-5G1",Philip J. Boland,,
"07-5G2",Ricardo Gimeno,,
"07-5G2",Ruth Mateos de Cabo,,
"07-5G3",Juan Manuel López Zafra,,
"07-5G3",Sonia de Paz Cobo,,
"07-5H1",Jacky Galpin,,
"07-5H2",Monique Bijker,,
"07-5H2",Gabriëlle Wynants,,
"07-5H2",Hans van Buuren,,
"07-5H3",Engin A. Sungur,,
"07-5H3",Benjamin S. Winchester,,
"07-5H3",Jon E. Anderson,,
"07-5H3",Jong-Min Kim,,
"07-6A1",Chris Reading,,
"07-6A1",Jackie Reid,,
"07-6A2",Maxine Pfannkuch,,
"07-6A3",Luis A. Saldanha,,
"07-6A3",Patrick W. Thompson,,
"07-6B1",Sibel Kazak,,
"07-6B1",Jere Confrey,,
"07-6B2",Blanca R. Ruiz Hernández,,
"07-6B2",José Armando Albert Huerta,,
"07-6B2",Carmen Batanero,,
"07-6B3",Cileda de Queiroz e Silva Coutinho,,
"07-6B4",Helen Louise MacGillivray,,
"07-6C1",Jane M. Watson,,
"07-6C2",Kazuhiro Aoyama,,
"07-6C3",Oded Meyer,Carnegie Mellon University,Estados Unidos
"07-6C3",Candace Thille,Carnegie Mellon University,Estados Unidos
"07-6C4",Milo Schield,,
"07-6D1",Rosemary Callingham,,
"07-6D2",Jim Ridgway,University of Durham,Reino Unido
"07-6D2",James Nicholson,University of Durham,Reino Unido
"07-6D2",Sean McCusker,University of Durham,Reino Unido
"07-6D3",Robert delMas,,
"07-6D3",Ann Ooms,,
"07-6D3",Joan Garfield,,
"07-6D3",Beth Chance,,
"07-6E1",Juan D. Godino,Universidad de Granada,Espanha
"07-6E1",Rafael Roa,Universidad de Granada,Espanha
"07-6E1",Ángel M. Recio,Universidad de Granada,Espanha
"07-6E1",Francisco Ruiz,Universidad de Granada,Espanha
"07-6E1",Juan L. Pareja,Universidad de Granada,Espanha
"07-6E2",Kay Lipson,Swinburne University of Technology,Austrália
"07-6E2",Glenda Francis,Swinburne University of Technology,Austrália
"07-6E2",Sue Kokonis,Swinburne University of Technology,Austrália
"07-6E3",James K. L. Hammerman,TERC,Estados Unidos
"07-6E3",Andee Rubin,TERC,Estados Unidos
"07-6E4",Rachel Cunliffe,,
"07-6F1",Anna Reid,,
"07-6F1",Peter Petocz,,
"07-6F2",Antonio Estepa-Castro,,
"07-6F2",Juan Ortega-Moya,,
"07-6F3",Koeno Gravemeijer,,
"07-6F3",Arthur Bakker,,
"07-6F4",Tim Burgess,,
"07-6G1",Paul J. Fields,,
"07-6G1",Edward Paul Johnson,,
"07-6G2",Nick J. Broers,,
"07-6G3",Luc Budé,,
"07-6G4",Andreas Eichler,,
"07-7A1",Noel Enyedy,University of California - Los Angeles,Estados Unidos
"07-7A1",Shiuli Mukhopadhyay,University of California - Los Angeles,Estados Unidos
"07-7A1",Joshua Danish,University of California - Los Angeles,Estados Unidos
"07-7A2",Robert Gould,University of California - Los Angeles,Estados Unidos
"07-7A2",Frauke Kreuter,University of California - Los Angeles,Estados Unidos
"07-7A2",Christina Palmer,University of California - Los Angeles,Estados Unidos
"07-7A3",Carl Lee,Central Michigan University,Estados Unidos
"07-7A3",Felix Famoye,Central Michigan University,Estados Unidos
"07-7A4",Lea Bregar,University of Ljubljana,Eslovênia
"07-7A4",Irena Ograjenzek,University of Ljubljana,Eslovênia
"07-7A4",Mojca Bavdaz,University of Ljubljana,Eslovênia
"07-7B1",Ann A. O’Connell,University of Connecticut,Estados Unidos
"07-7B1",Rosemarie L. Ataya,University of Connecticut,Estados Unidos
"07-7B1",Jiarong Zhao,University of South Florida,Estados Unidos
"07-7B2",Bryan F. J. Manly,Universidade de São Paulo - USP,Brasil
"07-7B3",Gloria Icaza,University of Talca,Chile
"07-7B3",Carlos Bravo,University of Talca,Chile
"07-7B3",Sergio Guiñez,University of Talca,Chile
"07-7B3",Julio Muñoz,University of Talca,Chile
"07-7B4",Rodney Carr,Deakin University,Austrália
"07-7C1",Carmen Maxara,University of Kassel,Alemanha
"07-7C1",Rolf Biehler,University of Kassel,Alemanha
"07-7C2",Deborah Nolan,University of California - Berkeley,Estados Unidos
"07-7C2",Duncan Temple Lang,University of California - Davis,Estados Unidos
"07-7C3",Ernesto Sánchez,Centro de Investigación y de Estudios Avanzados del IPN,México
"07-7C3",Santiago Inzunza,Universidad Autónoma de Sinaloa,México
"07-7C4",Anthony Harradine,Prince Alfred College,Austrália
"07-7C4",Clifford Konold,University of Massachusetts,Estados Unidos
"07-7D1",David M. Lane,Rice University,Estados Unidos
"07-7D1",S. Camille Peres,University of Houston - Clear Lake,Estados Unidos
"07-7D2",Doug Stirling,Massey University,Nova Zelândia
"07-7D3",Geoff Cumming,La Trobe University,Austrália
"07-7D4",William Finzer,KCP Technologies,Estados Unidos
"07-7E1",Beth Chance,California Polytechnic State University,Estados Unidos
"07-7E1",Allan Rossman,California Polytechnic State University,Estados Unidos
"07-7E2",Robin Rider,East Carolina University,Estados Unidos
"07-7E2",Hollylynne Stohl Lee,North Carolina State University,Estados Unidos
"07-7E3",Richard Castle,The University of Brighton,Reino Unido
"07-7E4",José Alexandre dos Santos Vaz Martins,Instituto Politécnico da Guarda,Portugal
"07-7F1",Dave Pratt,University of Warwick,Reino Unido
"07-7F1",Ian Jones,University of Warwick,Reino Unido
"07-7F1",Theodosia Prodromou,University of Warwick,Reino Unido
"07-7F2",Clifford Konold,University of Massachusetts,Estados Unidos
"07-7F3",Dor Abrahamson,University of California - Berkeley,Estados Unidos
"07-7G1",Lulu Healy,Pontifícia Universidade Católica de São Paulo,Brasil
"07-7G2",Tim Erickson,Epistemological Engineering,Estados Unidos
"07-7G3",Joachim Engel,University of Hannover,Alemanha
"07-7G4",Paul Darius,Catholic University Leuven,Bélgica
"07-7G4",Eddie Schrevens,Catholic University Leuven,Bélgica
"07-7G4",Kenneth Portier,University of Florida,Estados Unidos
"07-8A1",Fred Zandpour,,
"07-8A1",Tony Rimmer,,
"07-8A2",Wing K. Fung,,
"07-8A2",Philip L.H. Yu,,
"07-8A3",Lynda Merriman,,
"07-8B1",Navarrete Álvarez,,
"07-8B1",E.,,
"07-8B1",Rosales Moreno,,
"07-8B1",M.J.,,
"07-8B1",Huete Morales,,
"07-8B1",M.D.,,
"07-8B1",Vargas Jiménez,,
"07-8B1",M,,
"07-8B1",Abad Montes,,
"07-8B1",F.,,
"07-8B2",Janet Chaseling,,
"07-8B3",David Lucy,,
"07-8C1",Aklilu Zeleke,,
"07-8C1",Carl Lee,,
"07-8C1",John Daniels,,
"07-8C2",John Gabrosek,,
"07-8C3",Theodore Chadjipadelis,,
"07-8C3",Ioannis Andreadis,,
"07-8D1",Ernesto San Martín,,
"07-8D2",Karen François,,
"07-8D2",Nele Bracke,,
"07-8D3",Roberto Behar Gutiérrez,,
"07-8D3",Mario Miguel Ojeda,,
"07-8D4",Gilberte Schuyten,,
"07-8D4",M. Gabriella Ottaviani,,
"07-9A1",Liliana Tauber,Universidad Nacional del Litoral,Argentina
"07-9A2",Irene Mauricio Cazorla,,
"07-9A4",Audy Salcedo,,
"07-9B1",M. V. Polaki,,
"07-9B2",Temesgen Zewotir,,
"07-9B3",Feisal A. Yunis,,
"07-9C1",Li Jun,,
"07-9C1",Zhao Xiaoping,,
"07-9C2",Michiko Watanabe,,
"07-9C2",Kazunori Yamaguchi,,
"07-9D1",Mary Townsend,,
"07-9D2",Soo Kong,,
"07-9D2",Anthony Harradine,,
"07-9D3",Emma Knights,,
"08-1A1",Glenn Jones,,
"08-1A2",Karen Smith,,
"08-1A3",Martin Bland,,
"08-1A3",Douglas Altman,,
"08-1B1",Joanna Littlechild,,
"08-1B1",Bav Hirani,,
"08-1B3",Ben Kiregyera,,
"08-1C1",Shirley Coleman,,
"08-1C1",Richard Browne,,
"08-1C2",Oriol Camps-Lorente,,
"08-1C2",Xavier Tort-Martorell,,
"08-1C3",Masha Etkind,,
"08-1C3",Uri Shafrir,,
"08-1C3",Ron Kenett,,
"08-1C4",Stefano Barone,,
"08-1C4",Eva Lo Franco,,
"08-1D3",Gabriella Belli,,
"08-1F1",Enrico Giovannini,,
"08-1F2",Maria Manuel da Silva Nascimento,,
"08-1F2",José Alexandre Martins,,
"08-1F3",Maseka Lesaoana,,
"08-1F3",Maupi Letsoalo,,
"08-1G1",Donald L Bentley,,
"08-1G2",Jessica Utts,,
"08-2A1",Steven Nisbet,,
"08-2A2",Cynthia Langrall,,
"08-2A3",Jill Fielding-Wells,,
"08-2A4",Efi Paparistodemou,,
"08-2A4",Maria Meletiou-Mavrotheris,,
"08-2B1",Hugo Hernández,,
"08-2B1",Verônica Yumi Kataoka,,
"08-2B1",Marcelo Silva de Oliveira,,
"08-2B2",Jerry Moreno,,
"08-2B3",Doreen Connor,,
"08-2B4",Daren Starnes,,
"08-2B4",Roxy Peck,,
"08-2C1",Lu Zou,,
"08-2C1",Chetna Patel,,
"08-2C1",Brigitte Garcia de Jager,,
"08-2C2",Brad Payne,,
"08-2C2",Eleanor Stillman,,
"08-2C3",Henry Kranendonk,,
"08-2D1",Stewart Andrews,VSN International Ltd,Reino Unido
"08-2D2",Pip Arnold,,
"08-2D2",Maxine Pfannkuch,,
"08-2D3",Vishakha Parvate,KCP Technologies,Estados Unidos
"08-2D4",Gail Burrill,Michigan State University,Estados Unidos
"08-2E1",Sandra Madden,,
"08-2E2",Lucia Zapata-Cardona,,
"08-2E3",Tim Burgess,,
"08-2E4",Andee Rubin,TERC,Estados Unidos
"08-2F1",Helena Wessels,,
"08-2F1",Hercules Nieuwoudt,,
"08-2F2",Helen Chick,,
"08-2F2",Robyn Pierce,,
"08-2F4",Anthony Bill,University of Tasmania,Austrália
"08-3A1",Juan D Godino,,
"08-3A2",Theodore Chadjipadelis,Aristotle University of Thessaloniki,Grécia
"08-3A2",Efi Paparistodemou,European University Cyprus,Chipre
"08-3A2",Maria Meletiou-Mavrotheris,European University Cyprus,Chipre
"08-3A3",Katie Makar,,
"08-3A4",Ana Luisa Gómez Blancarte,,
"08-3A4",Ernesto Sánchez,,
"08-3B1",Carlos Eduardo Monteiro,Universidade Federal de Pernambuco,Brasil
"08-3B1",Andreika Asseker,Universidade Federal de Pernambuco,Brasil
"08-3B1",Liliane Carvalho,Universidade Federal de Pernambuco,Brasil
"08-3B1",Tânia Campos,Universidade Bandeirante de São Paulo - UNIBAN,Brasil
"08-3B2",Tim Jacobbe,,
"08-3B3",Aisling Leavy,,
"08-3C1",Thomas Wassong,,
"08-3C1",Rolf Biehler,,
"08-3C2",Carmen Maxara,Paderborn University,Alemanha
"08-3C2",Rolf Biehler,Paderborn University,Alemanha
"08-3C3",William Finzer,KCP Technologies,Estados Unidos
"08-3C4",Santiago Inzunsa,Universidad Autónoma de Sinaloa,México
"08-3C4",José Alfredo Juárez,Universidad Autónoma de Sinaloa,México
"08-3D1",Dani Ben-Zvi,,
"08-3D2",Erna Lampen,,
"08-3D3",Adri Dierdorp,,
"08-3D3",Arthur Bakker,,
"08-3D3",Jan van Maanen,,
"08-3D3",Harrie Eijkelhof,,
"08-3E1",Anneke Verschut,,
"08-3E1",Arthur Bakker,,
"08-3E2",Carl Lee,,
"08-3E3",Christine Franklin,,
"08-3E3",Gary Kader,,
"08-3F1",Ramesh Kapadia,,
"08-3F2",Ödön Vancsó,,
"08-3F3",Kathryn Laskey,,
"08-3F3",Laura Martignon,,
"08-3G1",Bruno de Sousa,New University of Lisbon,Portugal
"08-3G1",José Vicente Novegil Souto,University of Vigo,Espanha
"08-3G2",W Robert Stephenson,,
"08-3G3",Lawrence Lesser,,
"08-3I1",R Adam Molnar,,
"08-3I2",Matina Rassias,,
"08-3I3",Helen Johnson,,
"08-3I3",Helen Thompson,,
"08-4A1",Larry Weldon,,
"08-4A2",Kevin Keen,,
"08-4A3",Lena Zetterqvist,,
"08-4B1",Ricardo Cao,University of A Coruña,Espanha
"08-4B1",Salvador Naya,University of A Coruña,Espanha
"08-4B2",Joachim Engel,Ludwigsburg University of Education,Alemanha
"08-4B3",Marlene Müller,Fraunhofer ITWM,Alemanha
"08-4C1",Elisabeth Svensson,,
"08-4C2",Mojtaba Ganjali,Shahid Beheshti University,Irã
"08-4C3",Ann A O’Connell,,
"08-4D1",Xiao-Li Meng,,
"08-4D1",Kari Lock,,
"08-4D3",Eric Sowey,,
"08-4D3",Peter Petocz,,
"08-4D4",Jeffrey Witmer,,
"08-4E1",Jennifer Brown,University of Canterbury,Nova Zelândia
"08-4E1",Irene David,University of Canterbury,Nova Zelândia
"08-4E2",Philip Sedgwick,,
"08-4E3",Rosie McNiece,,
"08-4F1",Fiona Fidler,La Trobe University,Austrália
"08-4F1",Lisa L Harlow,University of Rhode Island,Estados Unidos
"08-4F1",Geoff Cumming,La Trobe University,Austrália
"08-4F1",Jacenta Abbott,La Trobe University,Austrália
"08-4F2",Elly Korendijk,University of Utrecht,Países Baixos
"08-4F2",Joop Hox,University of Utrecht,Países Baixos
"08-4F3",Wayne Velicer,,
"08-4F4",Sigbert Klinke,Humboldt-Universität zu Berlin,Alemanha
"08-4F4",Andrija Mihoci,Humboldt-Universität zu Berlin,Alemanha
"08-4F4",Wolfgang Härdle,Humboldt-Universität zu Berlin,Alemanha
"08-4G1",Shonda Kuiper,,
"08-4G2",Mike Forster,,
"08-4G2",Helen MacGillivray,,
"08-4G3",Katherine Halvorsen,,
"08-4H1",Heather Smith,,
"08-4H1",John Walker,,
"08-4H2",Wessel Hendrik Moolman,,
"08-4H3",Sue Finch,,
"08-4H3",Ian Gordon,,
"08-4I1",Carmen Díaz,,
"08-4I2",Bill Bolstad,,
"08-4I3",Lisbeth Cordani,,
"08-4I4",Stefan Krauss,University of Regensburg,Alemanha
"08-4I4",Georg Bruckmaier,University of Regensburg,Alemanha
"08-4I4",Laura Martignon,Ludwigsburg University of Education,Alemanha
"08-4J1",Alina Matei,University of Neuchâtel,Suíça
"08-4J1",Yves Tillé,University of Neuchâtel,Suíça
"08-4J2",Anne Ruiz-Gazen,Toulouse School of Economics,França
"08-4J2",Camelia Goga,Université de Bourgogne,França
"08-4J3",Pierre Lavallée,,
"08-5A1",Martha Aliaga,,
"08-5A1",Rebecca Nichols,,
"08-5A2",Rachelle Hackett,,
"08-5A3",Carmen Batanero,,
"08-5A3",Pedro Arteaga,,
"08-5A3",Blanca Ruiz,,
"08-5A3",Rafael Roa,,
"08-5B1",Claudette Vendramini,,
"08-5B1",Samantha Oliveira Nogueira,,
"08-5B1",Fernanda Luzia Lopes,,
"08-5B2",Susan Starkings,,
"08-5B3",Tjaart Imbos,Maastricht University,Países Baixos
"08-5B3",Ton Ambergen,Maastricht University,Países Baixos
"08-5D1",James Nicholson,,
"08-5D1",Jim Ridgway,,
"08-5D1",Sean McCusker,,
"08-5D2",Rosemary Callingham,University of Tasmania,Austrália
"08-5D3",Michael Bulmer,,
"08-5E1",Jane Watson,,
"08-5E1",Erica Nathan,,
"08-5E2",Janet Ainley,,
"08-5E2",Dave Pratt,,
"08-5E3",Jennifer Kaplan,,
"08-5E3",Justin Thorpe,,
"08-5F1",Beth Chance,,
"08-5F1",John Holcomb,,
"08-5F1",Allan Rossman,,
"08-5F1",George Cobb,,
"08-5F2",Auðbjörg Björnsdóttir,,
"08-5F2",Andrew Zieffler,,
"08-5F2",Joan Garfield,,
"08-5F2",Robert C delMas,,
"08-5F3",Michelle Sisto,,
"08-5F3",Tisha Hooks,,
"08-5F3",Michael Posner,,
"08-5F3",Dale Berger,,
"08-6A1",Lyman McDonald,,
"08-6A2",William Harper,,
"08-6A2",Isobel Clark,,
"08-6A3",Ian Westbrooke,,
"08-6C1",Bryan F. J. Manly,,
"08-6C2",Galina Kamyshova,,
"08-6C3",John Harraway,University of Otago,Nova Zelândia
"08-6C4",Gillian Lancaster,,
"08-6D1",Willi Sauerbrei,,
"08-6D1",Patrick Royston,,
"08-6D2",Stephen Senn,,
"08-6D3",Geert Molenberghs,,
"08-6E1",Phaedra Corso,,
"08-6E2",Jennifer Freeman,,
"08-6E2",Jim Crossley,,
"08-6E2",Fergus Hamilton,,
"08-6E2",Claire Kok Shun,,
"08-6E2",Molebedi Segwagwe,,
"08-6E2",Philip Sedgwick,,
"08-6E3",Sharleen Forbes,,
"08-6E3",Paul Bucknall,,
"08-6E3",Nathaniel Pihama,,
"08-6F1",Debra Hydorn,,
"08-6F2",Julie Legler,,
"08-6F3",Herbert Thijs,,
"08-6F4",Golden Jackson,,
"08-6G1",Alison Gibbs,,
"08-6G1",Tim Guimond,,
"08-6G2",Anna Reid,,
"08-6G2",Peter Petocz,,
"08-6G2",Lars Owe Dahlgren,,
"08-6G2",Madeleine Abrandt Dahlgren,,
"08-6G3",Gemma Hamilton,,
"08-6G4",Kay Lipson,,
"08-6G4",Glenda Francis,,
"08-7A1",Milo Schield,,
"08-7A2",Rebecca Goldin,,
"08-7A3",Kevin McConway,,
"08-7B2",Robin Lock,,
"08-7B4",Vittorio Addona,,
"08-7C1",Caterina Primi,,
"08-7C1",Francesca Chiesi,,
"08-7C2",Noëlle Zendrera,,
"08-7C3",Assumpta Estrada,,
"08-7C3",Jorge Bazán,,
"08-7C3",Ana Aparicio,,
"08-7D1",Helle Rootzén,,
"08-7D3",Andreja Drobni? Vidic,University of Ljubljana,Eslovênia
"08-7D4",Richard Wilson,,
"08-7E1",Margaret MacDougall,,
"08-7E2",Diana Battistutta,,
"08-7E2",Helen Johnson,,
"08-7E2",Cameron Hurst,,
"08-7E2",Dimitrios Vagenas,,
"08-7E2",Ross Young,,
"08-7E3",Ruth Allen,,
"08-7E3",Andrew Folkard,,
"08-7E3",Gillian Lancaster,,
"08-7E3",Bev Abram,,
"08-7F2",Bart De Ketelaere,,
"08-7F2",Paul Darius,,
"08-7F3",Iddo Gal,,
"08-7F3",Irena Ograjenšek,,
"08-7G1",Stephanie Budgett,,
"08-7G1",Maxine Pfannkuch,,
"08-7G2",Sean McCusker,,
"08-7G2",Jim Ridgway,,
"08-7G2",James Nicholson,,
"08-7G3",Marian Kemp,,
"08-7G3",Barry Kissane,,
"08-7G4",Ian Gordon,,
"08-7G4",Sue Finch,,
"08-7H2",Reija Helenius,,
"08-7H3",Dennis Trewin,,
"08-8A1",Sue Allmond,,
"08-8A1",Katie Makar,,
"08-8A2",Rich Lehrer,Vanderbilt University,Estados Unidos
"08-8A2",Cliff Konold,University of Massachusetts,Estados Unidos
"08-8A2",Min-Joung Kim,Vanderbilt University,Estados Unidos
"08-8A3",Einat Gil,University of Haifa,Israel
"08-8A3",Dani Ben-Zvi,University of Haifa,Israel
"08-8A4",Noleine Fitzallen,University of Tasmania,Austrália
"08-8A4",Jane Watson,University of Tasmania,Austrália
"08-8B1",Chris Wild,,
"08-8B1",Maxine Pfannkuch,,
"08-8B1",Matt Regan,,
"08-8B1",Nicholas Horton,,
"08-8B2",Maxine Pfannkuch,,
"08-8B3",Robert C delMas,,
"08-8B3",Joan Garfield,,
"08-8B3",Andrew Zieffler,,
"08-8B4",Jennifer Noll,,
"08-8B4",Mike Shaughnessy,,
"08-8B4",Matthew Ciancetta,,
"08-8C1",Phillip Kent,,
"08-8C1",Dave Pratt,,
"08-8C1",Ralph Levinson,,
"08-8C1",Cristina Yogui,,
"08-8C1",Ramesh Kapadia,,
"08-8C2",Laura Martignon,,
"08-8C2",Marco Monti,,
"08-8C3",Tim Erickson,,
"08-8D1",John Holcomb,Cleveland State University,Estados Unidos
"08-8D1",Beth Chance,California Polytechnic State University,Estados Unidos
"08-8D1",Allan Rossman,California Polytechnic State University,Estados Unidos
"08-8D1",Emily Tietjen,California Polytechnic State University,Estados Unidos
"08-8D1",George Cobb,Mount Holyoke College,Estados Unidos
"08-8D2",Sibel Kazak,Pamukkale University,Turquia
"08-8D2",Cliff Konold,University of Massachusetts,Estados Unidos
"08-8D3",Rolf Biehler,Paderborn University,Alemanha
"08-8D3",Andreas Prömmel,Universität Kassel,Alemanha
"08-8D4",Luis Saldanha,,
"08-8E1",Nel Verhoeven,,
"08-8E2",Chris Reading,,
"08-8E2",Jackie Reid,,
"08-8E3",Andreas Eichler,,
"08-8F1",Finbarr Sloane,,
"08-8F2",Robert Boruch,,
"08-8F2",Erling Boe,,
"08-8F3",Sashi Sharma,,
"08-8I1",Corinne Hahn,,
"08-8I2",Peter Martin,,
"08-8I4",Arthur Bakker,University of Utrecht,Países Baixos
"08-8I4",Monica Wijers,University of Utrecht,Países Baixos
"08-8I4",Sanne Akkerman,University of Utrecht,Países Baixos
"08-8J2",Rink Hoekstra,,
"08-8J2",Henk Kiers,,
"08-8J2",Addie Johnson,,
"08-8J4",Geoff Cumming,,
"08-9A1",Stefan Steiner,University of Waterloo,Canadá
"08-9A1",R Jock MacKay,University of Waterloo,Canadá
"08-9A2",Deborah Nolan,University of California,Estados Unidos
"08-9A2",Duncan Temple Lang,University of California,Estados Unidos
"08-9A3",Jim Ridgway,University of Durham,Reino Unido
"08-9A3",James Nicholson,University of Durham,Reino Unido
"08-9B1",Paul Murrell,University of Auckland,Nova Zelândia
"08-9B2",Duncan Temple Lang,University of California,Estados Unidos
"08-9B2",Deborah Nolan,University of California,Estados Unidos
"08-9B3",Jane M Horgan,Dublin City University,Irlanda
"08-9C1",Luc Duchateau,Ghent University,Bélgica
"08-9C1",Liesbeth Lievens,Catholic University Leuven,Bélgica
"08-9C1",Paul Darius,Catholic University Leuven,Bélgica
"08-9C2",Jorge Domínguez-Domínguez,CIMAT Mathematics Research Center,México
"08-9C2",Axel Dominguez-Lopez,CIMAT Mathematics Research Center,México
"08-9C3",Koo Rijpkema,Eindhoven University of Technology,Países Baixos
"08-9C3",Emiel van Berkum,Eindhoven University of Technology,Países Baixos
"08-9C3",Marko Boon,Eindhoven University of Technology,Países Baixos
"08-9C3",Alessandro di Bucchianico,Eindhoven University of Technology,Países Baixos
"08-9D1",Hadley Wickham,Rice University,Estados Unidos
"08-9D2",Adrian Bowman,The University of Glasgow,Reino Unido
"08-9E1",Dirk Tempelaar,Maastricht University,Países Baixos
"08-9E1",Bart Rienties,Maastricht University,Países Baixos
"08-9E1",Sybrand van der Loeff,Maastricht University,Países Baixos
"08-9E1",Bas Giesbers,Maastricht University,Países Baixos
"08-9E2",Camille Peres,University of Houston - Clear Lake,Estados Unidos
"08-9E2",David Lane,Rice University,Estados Unidos
"08-9E2",Katherine R Griggs,University of Houston - Clear Lake,Estados Unidos
"08-9E3",Tae Rim Lee,Korea National Open University,Coreia do Sul
"08-9E4",Zenaida Mateo,University of Manitoba,Canadá
"08-9F2",Hans-Joachim Mittag,University of Hagen,Alemanha
"08-9F3",Kate Richards,University of Plymouth,Reino Unido
"08-9F3",Neville Davies,University of Plymouth,Reino Unido
"08-9F3",Mark Crowley,Nottingham Trent University,Reino Unido
"08-9G1",Glenda Francis,Swinburne University of Technology,Austrália
"08-9G2",Candace Thille,Carnegie Mellon University,Estados Unidos
"08-9G2",Marsha Lovette,Carnegie Mellon University,Estados Unidos
"08-9G2",Oded Meyer,Carnegie Mellon University,Estados Unidos
"08-9G3",Doug Stirling,Massey University,Nova Zelândia
"08-10A1",D. S. Hooda,,
"08-10A2",Josefina Almeda,,
"08-10A2",Erniel B Barrios,,
"08-10A3",Gervacio Selda,,
"08-10A4",Lisa Grace Bersales,,
"08-10B3",Charles Opolot-Okurut,,
"08-10C1",Liza Lorena Jala,,
"08-10C1",Enriqueta Reston,,
"08-10C2",Delia North,,
"08-10C2",Jackie Scheiber,,
"08-10C2",Maria Gabriella Ottaviani,,
"08-10C3",M Alejandra Sorto,,
"08-10C4",Adriana D’Amelio,,
